,artist_ids,genres_all
7975,1vkJFCwstOoJO7yQ4lTtLK,"dance pop, post-teen pop, strut"
7976,2ffhJMXvdEJFZISX76ccQL,"dancehall, dub, lovers rock, reggae, rock steady, roots reggae"
7977,61GTvvC3CKp9afOf9WUTXa,
7978,7qjoG7bwhAjSd7nJTcjgAk,"argentine rock, cantautor, chicha, chilean rock, latin alternative, latin rock, nu-cumbia, nueva cancion, rock en espanol"
7979,7r3HxO330lmabOprT2MMFK,christian trap
7980,5erc8Dr6fyYJSoIXJKlFZV,"grupera, latin pop"
7981,7cVlsr2zYfxNEBPsqsmdxB,
7982,7lNkPk6OeVKmPuLs1aRGNc,
7983,0DfXOhUve7dNuy34H95vqS,
7984,0ppXBoIBJViUorkCF0WN8C,"duranguense, grupera"
7985,1127FlmEDHXC26IBsg8zHP,
7986,1LCsAfmP4l13EYtzDaLMAg,
7987,2AQVIbXzroJV8VBwKdy7Pc,"christian uplift, indiecoustica"
7988,2xDZ8qyyE2Ti4wL1Ob1T7V,"melodipop, norwegian pop"
7989,3CoaObestry7i9joSvJ2hK,"bolero, classic colombian pop, cumbia"
7990,7uWSNqvFk0TnPO9zKbzLI5,"chicano rap, latin hip hop"
7991,0NRSm654sEpoP3X2Pc9cws,
7992,0kO2SRhHlmMIeyJHfHy3c9,"alternative metal, groove metal, industrial metal, melodic death metal, melodic metalcore, metalcore, nu metal, rap rock"
7993,0owBSCgnjezb2wj643FKQY,
7994,1Ypa8o8muvDcgOt1YYtcOC,"bolero, boogaloo, cuban rumba, latin jazz, mambo, salsa, salsa international, tropical"
7995,3aZqkX0ePw0fBoERFYCD6Z,
7996,3zLlUTuczHTGLHdMnYNYX9,
7997,66YGDwn22fjphzqGCSIbbK,"garage rock, modern alternative rock, modern blues rock, modern hard rock, saskatchewan indie"
7998,6jGPmpMdDk6KzyNeXvD1xs,children's music
7999,6oAyFIhOYKi3Kn57EL3tkf,"country rap, redneck"
8000,6Pg8M1zA3uDn0h5IOFc3pe,"banda, grupera, mariachi, mexican rock-and-roll, ranchera"
8001,087GoPLmxVMMFl8dMuaIBL,
8002,27TmRLInIAVyWyU14KlALf,"new jack swing, quiet storm, urban contemporary"
8003,2A1JIrO6mmH6G7Wkdx8LB0,christian trap
8004,2GAPMuSaXaAV31SJB4s4pO,"environmental, sleep"
8005,4G59kHVfufDsMkwVr5pb2R,
8006,6FlOCziOXI157pvUREAh3E,"anti-folk, chamber pop, dance-punk, indie folk, indie pop, indie rock, lo-fi, modern rock, welsh rock"
8007,6Ta9RS3a6sLulTlM4FWY5K,
8008,0OltT51j3hIkgaDJqqPzDn,"ecuadorian indie, latintronica"
8009,1SWGyp2nxNSyQkRX1eqoUp,"old school hip hop, rap"
8010,6NLqFFCoVnFwbXzoIB5Col,
8011,0MGJHTThvyAyqKuEAgPqDr,
8012,0lfD4Ye7RAbP8FQiuE6aFs,tracestep
8013,1mXD3HVrObKWyjMvRjfsXp,"corrido, regional mexican pop"
8014,2CCqizWr7RQhtABnxW9epA,trap queen
8015,2i36FHX25QK8SMore8TPtT,kirtan
8016,3Cntpdjm5aq13H1IalBAga,
8017,6tLB3u0PouAAwQXDRFuiSk,
8018,0VvD5KivmRMeloqTxhz7eB,"environmental, sleep"
8019,0XW7mqhbaQnRtHmwfAVg64,"brostep, electro house, electronic trap, moombahton, zapstep"
8020,2d9xPZQzgCr6ObcDkUmjLu,"dirty south rap, gangster rap, hip pop, southern hip hop"
8021,6XH5QIdCvQEBUVXdAcNg1d,
8022,6ol9cL579DiFu0LDhRQ3G9,
8023,2kuNswDC82PL9xRbfaZJaS,"adult standards, brill building pop, bubblegum pop, christmas, classic rock, folk, folk rock, lounge, mellow gold, merseybeat, psychedelic rock, soft rock"
8024,4TjXA854eWs8P5EBgCbQmv,
8025,4XoYsecWoLIoV66HEbt365,"canadian contemporary country, contemporary country, deep talent show, lift kit"
8026,4aMeIY7MkJoZg7O91cmDDd,
8027,57tKlIqKMBPlQkftWeWgmj,
8028,6w1XCiB8efbfnusJ2jzmvu,"latin, latin pop, merengue, pop reggaeton, tropical"
8029,7CGoviGsNXYmGOBkXk8dtW,swedish alternative rock
8030,6MnWA8xVW1sEzV9s7wXpQb,
8031,0DZKzOGHDqGaf1N2pmsBRZ,metalcore
8032,0l1nmcjqNlk9dQHb6H4sLR,"hollywood, operatic pop"
8033,284mnx33IWcymQEpMxyfHl,"late romantic era, russian romanticism"
8034,2hLBMpnVLdS8kOLFyFlq58,
8035,3CBAfv5IxPSyPNilBTX4tP,"antiviral pop, comic"
8036,51YACffgZvQwjs8J4ZVDQF,"deep underground hip hop, soul flow, underground hip hop"
8037,5Uh9Oco0Khv18UvTo2PucM,
8038,6k7TX5dxiKZiwMWTn8ZKbl,"g funk, gangster rap, hyphy, west coast rap, west coast trap"
8039,6kL8ioxe4mWK945hvcHLkS,
8040,4dPYdHTBZATnTYABJ39sY7,
8041,4jcPxHNUKTVOyD2AFPZdRQ,"modern alternative rock, modern hard rock"
8042,5sEDTHJJyDEWVFx99hGSIb,soundtrack
8043,012Rgyg65v8jCrzvE5RMYy,
8044,05o1zW8b6PV6rEquXr74sB,"deep pop edm, deep tropical house, tropical house"
8045,1qPjeAlCU4Dr6aEv8o1w1t,
8046,3SFHOYvNfR3lK8EskFk4PV,"atmosphere, focus"
8047,4T7oECMPxzG9NC5H3hLWIk,
8048,6AiX12wXdXFoGJ2vk8zBjy,"deep indian pop, desi hip hop, filmi"
8049,6DewGkgNz0j4pO3T2ZMUHS,indie anthem-folk
8050,4qRXrzUmdy3p33lgvJEzdv,"k-indie, k-pop, korean pop, world worship"
8051,5IxNlxbVqMeP8xOM7UQ1Jc,
8052,79idWEjZLtkCkJ37uHo7Av,
8053,03cwCzIWQ8BRmXjGPDAL04,"big band, christmas, jazz blues, stride, swing"
8054,0vCWZOklQJPdWDIMiYwP6z,
8055,1qpR5mURxk3d8f6mww6uKT,"electropop, indie poptimism, indietronica, vapor soul"
8056,2QRPuDfRA9LtoeGFaMikmK,"modern ska punk, ska, ska punk, ska revival, traditional ska"
8057,2dRsXWVnkku2cMDtV1h6NP,"bebop, contemporary post-bop, cool jazz, hard bop, jazz, jazz funk, jazz saxophone, soul jazz"
8058,57ut70dPEUxC1dk83YY3hY,"classical performance, classical soprano, opera"
8059,5Dq2DMerDcvcdlzPTmo6Jn,
8060,2CCB6xzwMOfNdaWyxp49gf,
8061,2CpLIMBoE2ZzyY3ZBCRZ7j,"deep pop edm, deep tropical house, tropical house"
8062,2OHEv8cQ8d51jRGsC2KaAJ,
8063,3cgO5CdhEHKMxldjZlP5ix,"adult standards, brill building pop, christmas, comic, cowboy western, deep adult standards, easy listening, lounge, nashville sound, rock-and-roll"
8064,4391zvuuIvVziLtsvq13Cu,"latin, merengue, merengue tipico, tropical"
8065,4eQKo2fvEqEbdopHhSjlug,"indie r&b, uk contemporary r&b"
8066,4iy3JrFlBLHPvXqN1OcQS1,"italian soundtrack, soundtrack"
8067,5UVftEhSsIg0kkXlmfhB6M,"canadian rock, dance-punk, garage rock, indie rock, modern rock, new rave, victoria bc indie"
8068,68524z8sd176IRenNb1Fjy,"acoustic pop, folk-pop, neo mellow"
8069,6b4pQTH3Ui31puns5FC1RV,
8070,22W2WcU3Mj9T6E8PkTRmku,
8071,28hRH6w71u9oXXZuAYBnFX,
8072,39kjdm4oUJo40vZgcetOGV,vapor soul
8073,4IZLJdhHCqAvT4pjn8TLH5,"grime, uk hip hop"
8074,5EevHNEa1e2YvcJgksJpRK,
8075,0sSB3cIRBuBGa1UXLsQtaw,tropical pop edm
8076,1pEbB73S2Rl9etF23ucgAA,
8077,1uMU5JVDiS1brp2XOicvPP,asmr
8078,2S0rCVs10P1Q0v51wmOrM5,"brass band, dixieland, new orleans jazz, swing"
8079,3PF1KBeHYb14yKgsiE693V,"brill building pop, classic soul, doo-wop, motown, rhythm and blues, rock-and-roll"
8080,01TQ6CLvPSOYGUqRQ3nWgZ,indie psych-rock
8081,0nTbVTXLLbBA4xCtn0cFkv,"progressive house, progressive trance, trance, uplifting trance"
8082,10rzK0sLCXsUlDhl8ed0MV,"album rock, blues-rock, classic rock, country rock, hard rock, native american, rock, southern rock"
8083,1fGlKY2s0o51QUA9gScpWR,"banda, deep regional mexican, norteno, regional mexican"
8084,3iwHYNyKCKBDsa4QFCj8Ik,"corrido, regional mexican pop"
8085,422gtj7D6L6pvr0GE08lwf,"classic soul, doo-wop"
8086,4PFgfReja3r59JaekHpeuf,
8087,4sH7SLGP6BLOYDtcP6Lm47,abstract hip hop
8088,7AO1qih2zQeI7WYTQxC5fQ,"drill, vapor trap"
8089,7MRDkEKtdsGcYn11A4qgUL,"alternative pop rock, pixie, pop emo, pop punk"
8090,2Yko0hxpnv3Nexh06aJgQf,
8091,3uitNL8cJAFwhKlDO762Gx,
8092,4BtDAwCZhR6nPrJtbVgQNX,"adult standards, big band, cabaret, christmas, lounge, swing, vocal jazz"
8093,50eEhK6sfbvKaI75ZqD96I,regional mexican pop
8094,6DEfX2tZzx9iANmaErvLGf,swedish jazz
8095,6qDAseNQcBQiKVv35eitem,progressive electro house
8096,14RXohtx6NiBGFTW8IdmAK,"contemporary jazz, contemporary post-bop, jazz, jazz blues, jazz funk, jazz fusion, jazz guitar, soul jazz"
8097,1K7xwpFg70fiAJnXGWo90o,
8098,2u7Ts2mSgW1NJs6QnFrilU,
8099,3iTqZTjeziB8WtVJeIUrLD,
8100,4X42BfuhWCAZ2swiVze9O0,"art rock, progressive metal, progressive rock, symphonic rock"
8101,5Ip2ecnyGpNyZvPuuYU8Ai,"big room, deep big room, edm, electro house, progressive electro house, sky room"
8102,6kgHtfY7ECO4JWbOpXOu4I,smooth jazz
8103,6m1LYS5NQonxjOcQFPQOb5,dutch hip hop
8104,73ZPfpfg1LBVvDEArK4l5B,europop
8105,7qnr1qnlq17MGGpFwOtfyp,
8106,0INDB6Snts5NDbzh8jC3lk,"chamber pop, stomp and holler"
8107,0WbqAlM1WvfUD6dF7omThd,"alternative dance, dance pop, dance-punk, electroclash, electropop, escape room, filter house, indietronica, new rave, strut"
8108,2YKqI0pz6dY15GpzxT66HD,
8109,5r7mGejWrGSxheAYEIfSwI,"boy band, funk, new jack swing, quiet storm, urban contemporary"
8110,57UnSUpae3SbRekxNa5Kgl,"abstract hip hop, alternative hip hop, east coast hip hop, turntablism"
8111,5esWbbDTsZQ6mM3OHd4fSg,
8112,63GTn25wbdRNX3ijCHvYxD,"alternative emo, anthem emo, emo, indie punk, midwest emo, modern rock"
8113,6EJmqnuK0r6qiAevFFiNNR,"album rock, bubblegum pop, folk rock, mellow gold, soft rock"
8114,1LpieXNHBu8d1hEAmr4rvH,"anthem worship, world worship"
8115,1lMnDlcShGnu74pUrnIupg,"asmr, sleep"
8116,2ledyuziz6YjLK5Dw483Oc,"bounce, crunk, dirty south rap, gangster rap, memphis hip hop"
8117,2uxmpv4oWJsk2oITNtAlJe,focus
8118,2xUsnfrcs3h2FzdRQvGmGM,"australian indie, indie dream pop, vapor soul"
8119,3iIXOS6cHowvBms5msvdJf,"environmental, sleep"
8120,3PqSrKPGZXefu4krgFCZSP,"dancehall, lovers rock, reggae, roots reggae"
8121,4F1cY6RNh8Krvzi0wfhqfV,brass ensemble
8122,4qLV9FR6ZVLS6W8drD78hM,"dancehall, dub, lovers rock, reggae, rock steady, roots reggae"
8123,5ektKXWvSR9FjUExrpg1xK,"indie electro-pop, indie poptimism"
8124,1G0YV9WooUBjrwDq0Q7EFK,indie quebecois
8125,3qtcbDvdIgQOXkPbtRvBaQ,"american folk revival, christmas, cowboy western, folk, folk rock, traditional folk"
8126,44Ga8DsScroKWAkQAJ1GwE,"emo, philly indie, pop emo, pop punk"
8127,4sHCqGPH8ssoMeOeKrRZ38,"future funk, retro electro, vaporwave"
8128,58dTi4Xr0bd6yd8XKgimAr,
8129,5Q0sv5SeMZln6szEW49dHL,"bass trap, traprun, vapor twitch, wave"
8130,6kbzJ40luXJ5IKnSpWr7SD,"blues-rock, deep new americana, funk, garage rock, modern blues, modern blues rock, new americana, punk blues, stomp and holler"
8131,7F1l2kTBvOPGd8sF8nBEtv,epicore
8132,0QqHHmWsCLMoAqDJoc95Df,
8133,2XMxWKPKCxoLkSdpCViCnr,"alt-idol, anime, idol rock, j-dance, j-idol, j-pop, japanese r&b, shibuya-kei"
8134,2bmixwMZXlkl2sbIbOfviq,"blues, chicago blues, classic rock, electric blues, funk, garage rock, rhythm and blues, rock-and-roll, rockabilly, soul, traditional blues"
8135,2lumbRIs61wTw0biiIAUDI,"underground hip hop, vapor trap"
8136,7tSqWbPIUCl6bTbPoxLXGn,otacore
8137,1ic0FHNGIjXZAWH6O6Reif,"bass trap, tracestep, traprun"
8138,3N1B1g6JtIgd6ClRkzD4yT,"album rock, hard rock, metal, neo classical metal, nwobhm, power metal, progressive metal, rock, speed metal, thrash metal"
8139,472ZY6kKXhDcCXcOV0wxc2,focus
8140,75N2nC2KNgaQ1e6bGs0wyc,"deep chiptune, scorecore, video game music"
8141,7a5Srm7U661DotL6VWRmYk,
8142,0A8ej3hXTozbQAMhcU8RNb,
8143,0JYlkNmu76Wu1DgvWNWq7X,indie r&b
8144,1t7t8q4zoYHp22JLIx3FM7,"cantautor, nueva cancion, spanish pop, trova"
8145,2lEOFtf3cCyzomQcMHJGfZ,comic
8146,3YqwRvYhfxmCFYIfvxaCAa,vapor trap
8147,4WOIfFwyvx22jM0eg2fpKv,"electro latino, latin alternative, latin rock, mexican rock, rock en espanol"
8148,5nlhxXs2Lgr8nH98jC26pw,
8149,7cwVb5v5UxYfwq2m49T8fy,reggaeton flow
8150,4VUjAlb1nGT2FW5n4CPxwi,"cumbia, cumbia sonidera, grupera"
8151,4kCBBWXeKXtikcTFHiQ2QW,
8152,4ky35VlSWzD5iKz1eLFaUU,teen pop
8153,5LWkv2hDbDwZL3zNwZYNPx,"k-pop, korean pop"
8154,67OFzndMlzj7cDF2BqnwYe,"christian music, christian relaxative, classic praise, messianic praise, world worship, worship"
8155,6TKKVFCBfak1kInOPl7hCz,"channel pop, post-teen pop, viral pop"
8156,7fU0B28ySGWjYCNKZD8YIK,"banda, duranguense, grupera, norteno"
8157,31Esw1yHgJZBPcRa4nUyTP,"contemporary country, country, country dawn"
8158,3FsQX7FsrZAzTU9ah45P7O,"atl hip hop, dirty south rap, pop rap, southern hip hop"
8159,4zKNSiS1LD7OT0z3hTqRE8,cumbia sonidera
8160,5Sjj30aHCmKcM9SdVX7PBK,"deep german hip hop, german hip hop, latin hip hop"
8161,16JD0dWowbHYiljTdlWf06,
8162,1k7Cc2WGh6LAE1TUh6dsiy,
8163,6hhA8TKRNryM8FNzqCqdDO,"big beat, electronic, ninja, nu jazz, trip hop"
8164,0VDjphz5zgT3eJZw74oLYZ,sleep
8165,1ZikppG9dPedbIgMfnfx8k,"brill building pop, classic soul, motown, soul, southern soul"
8166,21Y9whSEbNTTwyhWd3OXUI,
8167,2ltpcCK86foogli20z9raq,bubblegum pop
8168,35dP7ddpwy7mkanF1WnM2g,tracestep
8169,6HqPNOo6OV9rPbEY7MP9T8,"bolero, ranchera"
8170,5mM9eNte0aWttOiMhPb2dM,
8171,6jobcjsqxweTygItqxfN5l,arkansas indie
8172,6n5ccknvteaKfN4WA2qf3C,"circuit, deep groove house, deep house, disco house, funky tech house, house, vocal house"
8173,6rPgMyrhTQgfLkTQF4JRtk,
8174,6z6YXTlyMCY6fvT79yxDgi,"healing, kirtan, meditation, world fusion"
8175,2i9XYCuoDmfcXf6P1Zu1dr,
8176,4tSvkaLfya4H6Lf1LBwqzc,"chicano rap, latin hip hop"
8177,4vS7q827Cq5pDYCXqVjpsD,"dark cabaret, otacore, steampunk"
8178,4xz6NoBwhQYH0TLJU8bn5a,"baltic choir, chamber choir, choral"
8179,5GImm0oU5MkW7OHkb91jwu,"electro swing, nu jazz"
8180,2jAzx88tHo3KNYauXANisl,"indie psych-rock, south african alternative"
8181,2z2TRvloJt4EfUNQp9rHAi,"francoton, french hip hop, french pop, trap francais"
8182,3r1dphXjVBOwbUAYrrkEkQ,"baroque ensemble, baroque violin, classical performance, early music ensemble, historically informed performance, opera, orchestral performance, violin"
8183,4iyGL0YdGnDUVbmuca9e2G,
8184,5H1u3kcNM0d7DJlihbXvBp,"comedy, comic, deep comedy"
8185,5I6WLC9Auo6aeTRHPQbdOv,
8186,5RfjgdiHVJ4dFex5pJo5xX,
8187,5jZwS1OxSxGZ3j3Y3chJzv,
8188,5nJCXAh5NRTz0yAZWMJGYM,"deep underground hip hop, underground hip hop"
8189,63B0hWuxUFKwNwR8yIXq44,
8190,2Wda8QEZK7twazWzqDvOdk,
8191,3gdIwZY6Q3RXhDteYr4ZvC,"folk-pop, lilith, new wave pop, pop rock"
8192,4GhlwQ4mxyuwgeOiuWePZl,
8193,4p6RoajGbtqLSfYZpFxHyU,"melodic metalcore, metalcore"
8194,5cB4d4jPYjMT326sjihQ4m,"desi, filmi, indian pop, modern bollywood, sufi"
8195,1RaDKTFXuy0qA8YV1h9SwC,"country gospel, cowboy western, nashville sound, traditional country, western swing"
8196,3BM0EaYmkKWuPmmHFUTQHv,"crossover thrash, death metal, german metal, groove metal, hard rock, latin metal, metal, power metal, speed metal, thrash metal"
8197,3lmR0qMiGuoIF9UC54egcG,"art pop, chamber pop, dunedin indie, folk-pop, new weird america, nz pop, nz singer-songwriter"
8198,41lO2rd2y2DXgZfoZ85MgP,
8199,5Nh6KbxCO5DFRmgQEllo2G,focus
8200,7B2DA6KU0k3hJaENyOBXB4,
8201,1qyAl8T6GTcaOViaI7fs1j,"deep latin christian, latin, latin pop, tropical"
8202,1twC2fwPG5FkvYcMpVBQRz,"adult standards, disco, new wave pop, quiet storm, smooth jazz, soul, vocal jazz"
8203,34E3csCxpXunPGEkOVVX2g,"bubblegum pop, folk rock, soft rock"
8204,3QLQxutu868fKgeEkEgXW0,
8205,0H0rBbf7vHXO3qh50Wap7y,"australian dance, electropop"
8206,1OvwFinyGWb8EyfmIbxqoO,lo-fi beats
8207,1hlXIybvN1I8r3ooBEkYRh,deep talent show
8208,30R9paG1c5BGtNGle59VPq,"dancehall, dub, lovers rock, reggae, rock steady, roots reggae"
8209,35HoDSeQMKnwC1f4sng0eK,
8210,3E2UDuBBn7uLqOz30oWEQu,"chicano rap, latin hip hop"
8211,4mYY0UqYdvgdz60psupYBR,small room
8212,4uIdP3jwyR0xifCS2FYS3o,smooth jazz
8213,5cxol8ruhBU1QpUick7A42,
8214,7tLRDdqaS3HlX9cLbpY3Hl,
8215,0UN8vGMxWEBKNNu8NtyF96,"big room, deep big room, progressive electro house, sky room"
8216,389zc5Rwe0MPcE6mSF4AjC,"dub, lovers rock, reggae, roots reggae"
8217,3LxxdwGQuhVoFJPVEKX0Pk,deep underground hip hop
8218,4a7Lph9rg3M7YU0sbGay0e,"canadian contemporary country, lift kit"
8219,5txAC0hwbFB09Nv8Y1hPJl,hard alternative
8220,4VUjAlb1nGT2FW5n4CPxwi,"cumbia, cumbia sonidera, grupera"
8221,4kCBBWXeKXtikcTFHiQ2QW,
8222,4ky35VlSWzD5iKz1eLFaUU,teen pop
8223,5LWkv2hDbDwZL3zNwZYNPx,"k-pop, korean pop"
8224,67OFzndMlzj7cDF2BqnwYe,"christian music, christian relaxative, classic praise, messianic praise, world worship, worship"
8225,6TKKVFCBfak1kInOPl7hCz,"channel pop, post-teen pop, viral pop"
8226,7fU0B28ySGWjYCNKZD8YIK,"banda, duranguense, grupera, norteno"
8227,31Esw1yHgJZBPcRa4nUyTP,"contemporary country, country, country dawn"
8228,3FsQX7FsrZAzTU9ah45P7O,"atl hip hop, dirty south rap, pop rap, southern hip hop"
8229,4zKNSiS1LD7OT0z3hTqRE8,cumbia sonidera
8230,497rp5TEzJffeBnUT0BeE1,"contemporary jazz, indie jazz, nu jazz"
8231,5WoWlP0ihSFIxnppxjwSgE,"chamber pop, icelandic indie"
8232,5cudslRGWg0GsXaN79Wifs,"bluegrass, new americana, old-time, progressive bluegrass, roots americana"
8233,5hDwYJ7KaXEQV2XBeijKNt,"crunk, dirty south rap, gangster rap, memphis hip hop, trap music"
8234,6HD2mo0Gz8wd8IbOXYwUfN,australian pop
8235,7MHhTZbxn2XRwXK4s2BFO6,
8236,07cXXY7NDK9oWLUvPfUVvx,
8237,0kXCdaJ7C5MD27jXxzvHsa,tracestep
8238,1qO2mRQM4zbksO586oM0W7,"classic soul, motown, northern soul, southern soul"
8239,2NoJ7NuNs9nyj8Thoh1kbu,"deep indian pop, desi, desi hip hop, filmi, ghazal, indian pop, modern bollywood, sufi"
8240,0zM1RE17huCYfueF8Iut1Z,"deep norteno, duranguense, norteno"
8241,157L8iTHgbdrKVxdQEXluh,tracestep
8242,2dIP3oiEt0xB8CrfSqN9Og,"alberta country, canadian contemporary country, canadian country, canadian indie, cowboy western, outlaw country, texas country"
8243,2ipBhKpOYqs6BbysLNGye6,"alternative hip hop, east coast hip hop, escape room, hip hop, hip pop"
8244,3yt4IVDHz0luREG9Uf9xrp,"rock-and-roll, rockabilly"
8245,5XGoUe0WjmbOtppHlB7Taf,"garage pop, indie garage rock, indie surf"
8246,6id6L2nTo88347fqP83vNN,
8247,7hrleJxjf4KJbeiQirb6BL,chamber orchestra
8248,7i95A726HxGqwlaEVDxtNM,lo-fi beats
8249,05E3NBxNMdnrPtxF9oraJm,"bebop, big band, christmas, contemporary post-bop, cool jazz, hard bop, jazz, jazz saxophone, soul jazz, stride, swing, vocal jazz"
8250,0adUZVrjlyffZEwp9bCj4V,"latin, latin hip hop, reggaeton, reggaeton flow, tropical"
8251,2Ci3Sflo2BfC77wTwn2hbH,"tracestep, vapor twitch"
8252,2jpQ0ywffgVHhZFQNWaWYW,
8253,3fV14PAU0MWFaj0Kt8MDWx,deep new americana
8254,4cEsucLgdjQxdSka2xLSmJ,"banda, grupera"
8255,4riOEaOW5hCeqomFDBk0aP,rap dominicano
8256,4v4xuH9VypORYabMnhPLt1,"folk-pop, lilith"
8257,5FXMcILCOMjljRTV6cLoiE,"gothic metal, gothic symphonic metal, norwegian metal, power metal, symphonic metal"
8258,6FfC7T2cxMj6H7Q5mmqAYe,"blues, traditional blues"
8259,6ILd69yy67k6OU7cwpGNSl,"choral, classical bass, opera, operatic pop"
8260,7GyhmlEy51sGUE09A5AWzc,"deep chiptune, downtempo, psychill"
8261,7rDjbKTLlpNYJRWMm7QVxU,"avant-garde jazz, contemporary jazz, contemporary post-bop, jazz drums, jazz fusion"
8262,0GklSybv01PPje5GlXFq2i,"indiecoustica, stomp and holler"
8263,0NmYchKQ8JIR9QHYJA0FRe,"crossover thrash, death metal, groove metal, hard rock, metal, nwobhm, power metal, rock, speed metal, thrash metal"
8264,1QkkfXx0WxSxmUIQOkSWa2,
8265,2G6E8Q9UTzDIhoawhJm33M,
8266,4jy060Kq9nOxxlLINTl1fj,
8267,6QvgWa4x3Ij4tvBpFMo11P,"blues, blues-rock, electric blues, louisiana blues, modern blues, pub rock, roots rock, southern rock, swamp blues, swamp pop"
8268,79SGH4WGN3e2MHXyG46v3J,
8269,0kPA7qoAAkI8id1ARXhh5n,colombian pop
8270,0VYgAWwMWfQDvhsJg3wyHn,
8271,13U2SPs2asOlUuMsPEmkxg,
8272,1BT6RSmZXLI72Y4AmQlONN,
8273,20vUls1RwEfxsqU0Rm2KxE,
8274,2qZwOcOK5pr8WaNJWvuZd2,"bass trap, traprun, tropical pop edm"
8275,3JLUCojZaHrX2LaUkSj7Ud,"avant-garde jazz, bebop, contemporary post-bop, cool jazz, fourth world, free improvisation, free jazz, hard bop, indie jazz, jazz, jazz funk, jazz fusion, jazz saxophone, soul jazz"
8276,4r7JUeiYy24L7BuzCq9EjR,"adult standards, brill building pop, christmas, doo-wop, rock-and-roll, rockabilly"
8277,5XjghfGI4XwNA361OskLc0,
8278,5gpdr2m2nOvvKrEgtbD16W,
8279,5nViSk2tOeiBmbMyK8tTOg,
8280,5Y8EphH8Vdqu5SLj6K5vjj,"hip hop, hip house, rap"
8281,5k7Y2t4cB5dG219QgFCvXW,indie electro-pop
8282,6sOhwBjVzpiEBAYEWYwDoX,
8283,7DjwIxbe8kpw4pqnzAMoin,"chamber psych, garage psych, indie punk, nz indie, preverb"
8284,0Yz6o9CplQwzJgEiJuVY8W,"corrido, regional mexican pop"
8285,28gf2piFx6cAKOMIwcky5a,mandopop
8286,3azKf6nXrUCI1RLZkX4Aj6,
8287,7GIgWnjx8RK1OJsMJkevgg,bedroom soul
8288,00sCATpEvwH48ays7PlQFU,modern bollywood
8289,09fEeGYqb3MUeV1c9BJgDI,"post-teen pop, teen pop"
8290,5Fdoc9ZBntFbRvSklB2BqZ,
8291,5c76C0FdrR5H3hwXlLxgJh,
8292,63MoX25vZtzCSTvRFkAsnW,"bolero, mexican rock-and-roll, ranchera"
8293,692KvxElsJHIJQCS6Eoc32,"scorecore, soundtrack, video game music"
8294,6kUQJlewgd3UFKVYrrmILh,post-teen pop
8295,6tLMZjo5mp3G1FmrARUaVT,"bluegrass, progressive bluegrass"
8296,74lRkEloOvori8dZJjNEjd,folk punk
8297,7dSn0mEhOoCO7TA8biZRq6,"glitch hop, psychill"
8298,0TMFdsLTJQn5JHRix6e46Z,
8299,0d0ICZg8jE6D2RkDHCTIVq,
8300,5fwaejlOHVBAw1KhIPPaQe,"black metal, black thrash, british black metal, crossover thrash, death metal, groove metal, hard rock, metal, nwobhm, rock, speed metal, thrash metal"
8301,0jVvkFPa6YbFXQ3Qmhita0,"k-pop, korean pop"
8302,1ZVchQJoK0CP4PR7bgr2Lo,
8303,2rQeK4adHAUvol1qPnxJoA,classify
8304,3pHAJqPZhCGNoFShXcqD9k,lo-fi beats
8305,4Uv0Jg45Oq7vBXXwQNhXyf,"classic soul, disco, funk, jazz funk, post-disco, quiet storm, soul"
8306,4iSv3eRHwrwQTYbRCXxmL3,"cape town indie, south african pop"
8307,4xqrGV8Uw2Jv3RLGnWFFqx,"banda, cumbia, duranguense, grupera, norteno, regional mexican"
8308,55UOywvWbUD9c6C3NSGdft,"acid house, chicago house, hip house"
8309,6lLYZf9GpSq6Pf09g2N2xK,"hip hop, new jack swing, rap"
8310,2t0kaaDtGZtmpczIAMaVTQ,"classic soul, funk, soul, southern soul"
8311,4KMpd5oZ5YmVSxAv9RTv7i,redneck
8312,64LCTpIu9Iji2EPaxxPpxF,"cabaret, chanson, chanson paillarde"
8313,0nuq0P5rPEpF6oFM4PTia5,
8314,1RIQDn1PuawlaGtKysUP2W,
8315,1bZKspL8h396R1WihOiPb5,gospel singers
8316,1w9VjfHGE5qPLJQy3dKups,"alberta country, canadian contemporary country, canadian country, contemporary country, country, country road, modern country rock"
8317,2h4ndKS2vRWeFLpq8ARu0D,"boogaloo, cuban rumba, latin jazz, mambo, salsa international"
8318,3HLApxqtvULlffnRnW88O8,
8319,3hMTYaexWgGkXqvbkt6EIS,"brostep, electro house, tracestep, zapstep"
8320,6MB0O7jOsJ1OrkPAIlK3l2,pop reggaeton
8321,0zi2OowIfzNqUQiuUVyGLs,"alternative hip hop, hardcore hip hop, hip hop, turntablism"
8322,14Gi3Uph96lpNB3utkoVAD,"britpop, dance-punk, garage rock, indie rock, modern rock, new rave, rock"
8323,23P8kVBVyDkO8s6sn1QDre,smooth jazz
8324,2qW0CNnmvdEQwiabdareHi,"contemporary jazz, contemporary post-bop, fourth world, italian jazz, jazz fusion, jazz trumpet, vocal jazz"
8325,3jj1msEuz9ltEGl9DTRgqP,
8326,3uhfMjcE5HJqMIWh3Iolw0,"english indie rock, modern alternative rock"
8327,6N4DCQb4Wwt2a0MNzFQPzJ,
8328,2WhnATGJhS47npiUKrxvuq,
